article_number|stats_json|updated_unix
LOEFFEL-1|{"n_shots": 1, "scalar_mean": {"diameter_mm": 96.64, "circularity": 0.2163, "solidity": 0.6043}, "scalar_std": {"diameter_mm": 0.0, "circularity": 0.0, "solidity": 0.0}, "proto": {"delta_e_center": [46.76, -1.795, 7.958], "delta_e_rim": [41.214, -1.939, 7.074], "hist_center": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009389943660338036, 0.01756289462263226, 0.07158557048657707, 0.010917934492393044, 0.006397961612230325, 0.003186980878114731, 0.001926988438069371, 0.00046899718601688383, 0.010695935824385052, 0.15680605916364498, 0.36390381657710047, 0.02917282496305022, 0.014351913888516667, 0.0091639450163299, 0.00565696605820365, 0.006249962500224998, 0.042264746411521524, 0.03897876612740323, 0.03858376849738901, 0.004198974806151162, 0.0019019885880684714, 0.002197986812079127, 0.0017539894760631432, 0.002173986956078263, 0.006619960280238317, 0.005804965170208978, 0.013387919672481964, 0.0018529888820667073, 0.0011119933280400315, 0.0005679965920204478, 0.0010129939220364676, 0.0006179962920222477, 0.008892946642320144, 0.0007659954040275757, 0.005705965764205414, 0.0016299902200586794, 0.00032099807401155585, 0.00024699851800889187, 0.00014799911200532792, 0.00019799881200712792, 0.10354937870372777, 0.00034599792401245587, 0.0036809779141325142, 0.0007159957040257757, 0.0005929964420213477, 0.0002219986680079919, 4.899970600176398e-05, 9.899940600356396e-05, 0.00019799881200712792, 0.0, 2.499985000089999e-05, 7.399955600266396e-05, 0.00034599792401245587, 2.499985000089999e-05, 2.499985000089999e-05, 0.0, 0.0, 0.0, 0.0, 2.499985000089999e-05, 9.899940600356396e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hist_rim": [0.00025600128000639996, 2.7000135000675e-05, 2.7000135000675e-05, 4.0000200001000004e-05, 1.3000065000324998e-05, 0.0, 1.3000065000324998e-05, 0.005408027040135199, 0.02991414957074785, 0.09777948889744448, 0.017843089215446074, 0.005718028590142949, 0.003075015375076875, 0.001861009305046525, 0.00125400627003135, 0.007040035200176, 0.16515882579412894, 0.21306406532032657, 0.02077010385051925, 0.0078090390451952246, 0.005031025155125775, 0.0036280181400907, 0.0024280121400607, 0.016602083010415047, 0.06276731383656918, 0.05282726413632067, 0.004828024140120699, 0.0034260171300856497, 0.0025220126100630497, 0.0021440107200536, 0.0021440107200536, 0.008240041200206001, 0.014579072895364474, 0.018234091170455848, 0.00393801969009845, 0.0018480092400462, 0.0013080065400326998, 0.0015110075550377748, 0.0009440047200235999, 0.014255071275356374, 0.005395026975134875, 0.007539037695188474, 0.002225011125055625, 0.0014700073500367498, 0.0008230041150205749, 0.0005120025600127999, 0.0009040045200225999, 0.1726978634893174, 0.00031000155000774997, 0.00267001335006675, 0.00110600553002765, 0.000755003775018875, 0.000391001955009775, 0.0003640018200091, 0.0002160010800054, 0.0005800029000144999, 2.7000135000675e-05, 0.00027000135000675, 0.0002160010800054, 0.0001480007400037, 0.000175000875004375, 0.000135000675003375, 5.400027000135e-05, 8.1000405002025e-05, 0.0, 0.00016200081000405, 4.0000200001000004e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00024300121500607497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3000065000324998e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00020200101000505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hu_log": [-0.0101, 0.0147, 0.2814, 0.3316, 0.6381, 0.339, -3.7588]}, "proto_std": {"delta_e_center": 0.0, "delta_e_rim": 0.0, "hist_center": 0.0, "hist_rim": 0.0, "hu_log": 0.0}}|1784550759.0
LOEFFEL-2|{"n_shots": 1, "scalar_mean": {"diameter_mm": 98.81, "circularity": 0.2019, "solidity": 0.6057}, "scalar_std": {"diameter_mm": 0.0, "circularity": 0.0, "solidity": 0.0}, "proto": {"delta_e_center": [51.235, -2.089, 9.367], "delta_e_rim": [36.734, -2.318, 9.031], "hist_center": [0.0, 0.0, 7.5e-05, 0.0, 0.0, 0.0, 0.0, 0.000754, 0.005026, 0.08971, 0.004222, 0.001407, 0.000452, 0.000402, 2.5e-05, 0.008117, 0.177836, 0.378138, 0.061842, 0.022239, 0.012791, 0.008142, 0.004774, 0.031989, 0.009599, 0.033019, 0.013193, 0.005855, 0.008091, 0.005956, 0.00686, 0.015454, 0.000402, 0.003518, 0.002538, 0.003116, 0.00294, 0.002915, 0.00196, 0.012062, 0.0, 0.001081, 0.001382, 0.001156, 0.001432, 0.000402, 0.000151, 0.058977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hist_rim": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007209014418028835, 0.0008110016220032438, 0.09038918077836154, 0.018517037034074063, 0.007195014390028779, 0.0019170038340076679, 0.0007220014440028878, 0.00045700091400182794, 0.010939021878043756, 0.04203208406416812, 0.33677367354734705, 0.06503113006226012, 0.02874905749811499, 0.01475802951605903, 0.00784301568603137, 0.004777009554019107, 0.027112054224108444, 0.01360802721605443, 0.06831913663827327, 0.021200042400084797, 0.006118012236024472, 0.0035680071360142712, 0.0030370060740121476, 0.0026680053360106713, 0.011293022586045169, 0.004452008904017807, 0.023810047620095236, 0.022085044170088337, 0.005779011558023115, 0.0021380042760085517, 0.0016220032440064877, 0.0006340012680025359, 0.0157010314020628, 0.001283002566005132, 0.005956011912023823, 0.0017100034200068397, 0.00044200088400176796, 0.0005600011200022399, 0.00011800023600047198, 0.00025100050200100395, 0.11809123618247234, 0.0, 0.00019200038400076798, 2.9000058000115995e-05, 0.0, 0.0, 4.400008800017599e-05, 0.0, 5.900011800023599e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hu_log": [-0.0328, -0.0316, 0.0422, 0.0827, 0.1451, 0.0669, 3.6359]}, "proto_std": {"delta_e_center": 0.0, "delta_e_rim": 0.0, "hist_center": 0.0, "hist_rim": 0.0, "hu_log": 0.0}}|1784550759.0
LOEFFEL-3|{"n_shots": 1, "scalar_mean": {"diameter_mm": 98.14, "circularity": 0.1826, "solidity": 0.5676}, "scalar_std": {"diameter_mm": 0.0, "circularity": 0.0, "solidity": 0.0}, "proto": {"delta_e_center": [52.962, -1.772, 9.119], "delta_e_rim": [45.798, -1.655, 8.807], "hist_center": [0.0004270017080068321, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005830023320093281, 0.00932803731214925, 0.11122844491377966, 0.01589806359225437, 0.009584038336153346, 0.003356013424053697, 0.0014220056880227523, 0.0005400021600086401, 0.013850055400221602, 0.17476369905479625, 0.34528938115752467, 0.038934155736622955, 0.01683606734426938, 0.011347045388181553, 0.01114804459217837, 0.008219032876131505, 0.052386209544838185, 0.005460021840087361, 0.019965079860319444, 0.010864043456173826, 0.006769027076108305, 0.004067016268065073, 0.0024740098960395846, 0.0027300109200436803, 0.010381041524166098, 0.0012510050040200162, 0.0030710122840491363, 0.0026160104640418564, 0.0023040092160368643, 0.0015930063720254882, 0.0023890095560382247, 0.0009100036400145602, 0.010352041408165634, 0.00017100068400273605, 0.00019900079600318406, 0.0003980015920063681, 0.0009100036400145602, 0.0013650054600218401, 0.0004270017080068321, 0.0007390029560118241, 0.0741992967971872, 2.8000112000448005e-05, 5.700022800091201e-05, 0.0003130012520050081, 0.00014200056800227204, 0.0009950039800159201, 0.0006260025040100162, 0.0002840011360045441, 0.00034100136400545605, 0.0, 0.0, 0.0, 5.700022800091201e-05, 0.0, 0.0, 0.0, 0.00019900079600318406, 0.0006260025040100162, 0.0, 0.0, 2.8000112000448005e-05, 0.0, 0.0, 0.0, 0.00022800091200364804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8000112000448005e-05, 2.8000112000448005e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8000112000448005e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hist_rim": [0.0016959966080067836, 0.0, 0.0, 1.4999970000059995e-05, 0.0, 2.899994200011599e-05, 0.0, 0.009518980962038072, 0.003450993098013803, 0.1643436713126573, 0.01606896786206427, 0.005891988216023566, 0.003113993772012455, 0.0020029959940080114, 0.0009649980700038598, 0.011959976080047837, 0.06211187577624843, 0.32710834578330833, 0.04146591706816585, 0.016580966838066317, 0.007339985320029358, 0.005555988888022222, 0.0042399915200169586, 0.028540942918114157, 0.009576980846038306, 0.030382939234121522, 0.006696986606026786, 0.0031869936260127472, 0.0013449973100053798, 0.0016079967840064316, 0.0017549964900070195, 0.010059979880040237, 0.005043989912020174, 0.011930976138047722, 0.003596992806014387, 0.0006139987720024558, 0.00045299909400181186, 0.0003219993560012879, 0.0002489995020009959, 0.015088969822060351, 0.0024419951160097675, 0.003069993860012279, 0.0021929956140087714, 0.0003359993280013439, 0.00011699976600046797, 8.799982400035197e-05, 0.00011699976600046797, 0.160513678972642, 0.0002779994440011119, 0.0004969990060019879, 0.0009209981580036838, 0.00016099967800064396, 0.0, 8.799982400035197e-05, 1.4999970000059995e-05, 0.00045299909400181186, 0.00013199973600052796, 0.0, 0.00026299947400105193, 0.00011699976600046797, 0.0, 1.4999970000059995e-05, 4.3999912000175984e-05, 0.00011699976600046797, 0.013144973710052577, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4999970000059995e-05, 0.0008189983620032757, 1.4999970000059995e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.899994200011599e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.799982400035197e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hu_log": [-0.0107, 0.0211, -0.0726, -0.0286, -0.0792, -0.018, 3.7676]}, "proto_std": {"delta_e_center": 0.0, "delta_e_rim": 0.0, "hist_center": 0.0, "hist_rim": 0.0, "hu_log": 0.0}}|1784550759.0
LOEFFEL-4|{"n_shots": 1, "scalar_mean": {"diameter_mm": 93.8, "circularity": 0.2113, "solidity": 0.5827}, "scalar_std": {"diameter_mm": 0.0, "circularity": 0.0, "solidity": 0.0}, "proto": {"delta_e_center": [52.632, -1.959, 8.817], "delta_e_rim": [41.667, -1.853, 9.339], "hist_center": [5.499989000022001e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015129969740060522, 0.0048689902620194766, 0.06508586982826035, 0.0037409925180149645, 0.0036309927380145245, 0.0026679946640106723, 0.0014849970300059403, 0.0009079981840036321, 0.010067979864040275, 0.21597156805686393, 0.38820322359355286, 0.04258391483217034, 0.016064967870064263, 0.009875980248039505, 0.008637982724034553, 0.006546986906026189, 0.036503926992146024, 0.00860998278003444, 0.016037967924064155, 0.008307983384033232, 0.005556988886022229, 0.004813990372019256, 0.003960992078015845, 0.0034939930120139765, 0.017467965064069876, 0.00038499923000154, 0.0014579970840058324, 0.001237997524004952, 0.0034659930680138646, 0.0028879942240115524, 0.0023659952680094645, 0.0015129969740060522, 0.02063195873608253, 0.0, 0.0, 8.299983400033201e-05, 0.0008249983500033002, 0.0009349981300037401, 0.00024799950400099203, 0.00038499923000154, 0.07655684688630623, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7999944000112005e-05, 0.0, 2.7999944000112005e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00016499967000066002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000137999724000552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hist_rim": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008724991275008724, 0.003841996158003841, 0.11649788350211648, 0.027158972841027154, 0.006297993702006297, 0.0027549972450027545, 0.0009979990020009977, 0.0005659994340005659, 0.008963991036008962, 0.06624493375506624, 0.38518461481538513, 0.06661693338306661, 0.020130979869020127, 0.013147986852013146, 0.007757992242007757, 0.0046609953390046605, 0.02217097782902217, 0.006014993985006015, 0.033546966453033546, 0.008278991721008279, 0.004168995831004168, 0.0024269975730024265, 0.0022779977220022778, 0.0023669976330023667, 0.010392989607010392, 0.0010269989730010269, 0.0058219941780058215, 0.0015189984810015187, 0.000758999241000759, 0.0004319995680004319, 0.0004909995090004909, 0.0003869996130003869, 0.01742098257901742, 0.0002979997020002979, 0.0010419989580010417, 0.000327999672000328, 0.00013399986600013398, 5.9999940000059994e-05, 8.899991100008898e-05, 7.399992600007399e-05, 0.13874286125713872, 0.0, 0.0, 0.0, 2.9999970000029997e-05, 0.0, 1.4999985000014999e-05, 0.0, 4.4999955000044994e-05, 0.0, 0.0, 0.0, 1.4999985000014999e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.399992600007399e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hu_log": [-0.0477, -0.064, 0.2166, 0.2649, 0.5057, 0.2329, 4.1818]}, "proto_std": {"delta_e_center": 0.0, "delta_e_rim": 0.0, "hist_center": 0.0, "hist_rim": 0.0, "hu_log": 0.0}}|1784550759.0
LOEFFEL-5|{"n_shots": 1, "scalar_mean": {"diameter_mm": 96.22, "circularity": 0.2069, "solidity": 0.6127}, "scalar_std": {"diameter_mm": 0.0, "circularity": 0.0, "solidity": 0.0}, "proto": {"delta_e_center": [56.519, -2.269, 8.7], "delta_e_rim": [48.921, -1.674, 8.136], "hist_center": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01608598391401608, 0.1201328798671201, 0.0028049971950028043, 0.0005219994780005219, 0.0, 0.0, 0.0, 0.0, 0.25687374312625677, 0.2608057391942607, 0.030328969671030315, 0.009155990844009152, 0.004728995271004727, 0.004563995436004563, 0.002089997910002089, 0.0024749975250024743, 0.06937393062606935, 0.06934693065306932, 0.017652982347017645, 0.01704798295201704, 0.006543993456006542, 0.011163988836011161, 0.003959996040003959, 0.007946992053007943, 0.027193972806027183, 0.019989980010019982, 0.008111991888008109, 0.004124995875004124, 0.0046189953810046175, 0.0007699992300007697, 0.0014019985980014014, 0.007313992686007312, 0.0015949984050015946, 0.0028869971130028858, 0.00016499983500016494, 0.0, 0.0, 0.0, 5.499994500005498e-05, 0.006846993153006844, 0.0, 0.0006599993400006598, 0.0006599993400006598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hist_rim": [0.00033399933200133606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0015709968580062841, 0.005060989878020245, 0.14497871004257992, 0.006075987848024305, 0.0016549966900066204, 0.0004869990260019481, 0.00015299969400061204, 5.599988800022401e-05, 0.0017239965520068963, 0.16057867884264235, 0.33166833666332673, 0.02323395353209294, 0.0061459877080245855, 0.0033509932980134043, 0.0020299959400081205, 0.00145999708000584, 0.0076189847620304774, 0.03063093873812253, 0.02746094507810985, 0.006993986012027977, 0.004434991130017741, 0.002168995662008676, 0.0036989926020147964, 0.0017799964400071202, 0.00657698684602631, 0.006033987932024137, 0.0072719854560290885, 0.0027809944380111245, 0.0011119977760044482, 0.0010149979700040603, 0.0007089985820028361, 0.0008199983600032801, 0.017212965574068855, 0.0026839946320107366, 0.0016819966360067282, 0.0012099975800048401, 0.0006669986660026681, 0.0005559988880022241, 0.00022199955600088803, 0.00022199955600088803, 0.16843466313067376, 0.0005979988040023921, 8.299983400033201e-05, 2.7999944000112005e-05, 1.3999972000056002e-05, 6.999986000028e-05, 5.599988800022401e-05, 2.7999944000112005e-05, 0.00029199941600116806, 0.0, 5.599988800022401e-05, 0.0, 0.0, 0.0, 0.0, 1.3999972000056002e-05, 4.1999916000168005e-05, 0.0036009927980144045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00040299919400161205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00015299969400061204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hu_log": [-0.0077, 0.0203, 0.1852, 0.2347, 0.4447, 0.2449, -4.5233]}, "proto_std": {"delta_e_center": 0.0, "delta_e_rim": 0.0, "hist_center": 0.0, "hist_rim": 0.0, "hu_log": 0.0}}|1784550759.0
LOEFFEL-6|{"n_shots": 1, "scalar_mean": {"diameter_mm": 100.96, "circularity": 0.2041, "solidity": 0.6075}, "scalar_std": {"diameter_mm": 0.0, "circularity": 0.0, "solidity": 0.0}, "proto": {"delta_e_center": [51.177, -2.03, 7.63], "delta_e_rim": [38.077, -1.989, 8.037], "hist_center": [0.0016759983240016753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004049995950004048, 0.01117398882601117, 0.03610496389503609, 0.003933996066003933, 0.0016759983240016753, 0.0009309990690009307, 0.0006519993480006517, 0.0005119994880005118, 0.005516994483005515, 0.27315072684927305, 0.3220346779653219, 0.03903796096203903, 0.01296598703401296, 0.0053539946460053525, 0.004096995903004095, 0.005330994669005329, 0.026723973276026717, 0.017411982588017405, 0.019064980935019057, 0.0064019935980063995, 0.004352995647004351, 0.002583997416002583, 0.002909997090002909, 0.0020489979510020483, 0.00812399187600812, 0.0036079963920036067, 0.004282995717004282, 0.0035849964150035836, 0.0020719979280020714, 0.0014199985800014195, 0.0012339987660012336, 0.0007449992550007447, 0.011289988710011285, 0.0013039986960013035, 0.00032599967400032587, 0.0011409988590011407, 0.0008379991620008376, 0.0007449992550007447, 0.0009079990920009076, 0.0004889995110004888, 0.1429538570461429, 0.0002559997440002559, 9.299990700009296e-05, 0.0, 0.00016299983700016293, 0.00020999979000020994, 4.699995300004698e-05, 4.699995300004698e-05, 0.0019319980680019312, 2.2999977000022992e-05, 2.2999977000022992e-05, 0.00011599988400011596, 0.00018599981400018592, 0.0, 0.00013999986000013995, 0.00018599981400018592, 9.299990700009296e-05, 0.0008379991620008376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006979993020006978, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.999993000006997e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.299990700009296e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2999977000022992e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hist_rim": [4.000012000036001e-05, 0.0, 6.600019800059401e-05, 2.7000081000243e-05, 0.0, 0.0, 0.0, 0.008588025764077294, 0.003671011013033039, 0.06471819415458246, 0.016408049224147674, 0.007117021351064054, 0.004254012762038286, 0.0024650073950221855, 0.0011400034200102602, 0.00896002688008064, 0.06877420632261898, 0.37917913753741267, 0.054367163101489306, 0.02017206051618155, 0.010868032604097813, 0.007740023220069661, 0.003658010974032922, 0.017177051531154595, 0.011716035148105446, 0.03662010986032958, 0.01570604711814136, 0.0072370217110651345, 0.00326000978002934, 0.0033400100200300605, 0.0022800068400205204, 0.009834029502088507, 0.005142015426046279, 0.009185027555082666, 0.002505007515022545, 0.0006890020670062011, 0.0005700017100051301, 0.000583001749005247, 0.0005960017880053641, 0.015335046005138016, 0.0010600031800095402, 0.0019220057660172983, 0.0009010027030081091, 0.00043700131100393307, 0.00047700143100429303, 0.000292000876002628, 0.00031800095400286204, 0.18356555069665212, 0.000716002148006444, 0.00015900047700143102, 0.000146000438001314, 5.3000159000477004e-05, 8.000024000072001e-05, 1.3000039000117e-05, 6.600019800059401e-05, 0.0003310009930029791, 9.300027900083701e-05, 0.0, 4.000012000036001e-05, 0.0, 2.7000081000243e-05, 1.3000039000117e-05, 1.3000039000117e-05, 0.00019900059700179103, 0.0042280126840380525, 0.0, 0.0, 1.3000039000117e-05, 0.0, 0.0, 0.0, 0.00039800119400358207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00037100111300333903, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.000024000072001e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], "hu_log": [-0.0065, 0.0268, 0.0191, 0.0648, 0.1067, 0.0781, 3.829]}, "proto_std": {"delta_e_center": 0.0, "delta_e_rim": 0.0, "hist_center": 0.0, "hist_rim": 0.0, "hu_log": 0.0}}|1784550759.0
